Tm,Opp,Down,ToGo,Side of Field,Tm Score,Opp Score,Time Under,Absolute Score Differential,Team Game Location,Yard Line,Touchdown Count,Play Percent of Goal,First Down Count,Goal To Go,Success Count,Play Type,Run,Pass,Play Location,Run Left,Run Middle,Run Right,Short,Deep
Bears,Panthers,3,11,CAR,20,7,11,13,Away,25,1,2.272727273,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,2,6,CAR,14,7,15,7,Away,48,0,2.166666667,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Panthers,2,10,CAR,21,7,3,14,Away,24,0,0.7,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,2,16,CAR,14,7,12,7,Away,30,0,0.3125,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,2,14,CHI,21,7,5,14,Away,81,0,0.071428571,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Panthers,3,3,CAR,21,7,3,14,Away,17,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,1,10,CAR,21,21,6,0,Away,47,0,1.3,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,1,10,CAR,21,21,6,0,Away,34,0,0.9,0,0,1,Run,1,0,Right Tackle,0,0,1,0,0
Bears,Panthers,1,10,CHI,21,14,16,7,Away,80,0,0.8,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,1,10,CHI,21,21,8,0,Away,80,0,0.5,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,1,10,CHI,21,14,14,7,Away,66,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,2,5,CHI,21,21,7,0,Away,75,0,3,1,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Panthers,2,5,CHI,21,21,7,0,Away,75,0,2.6,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,3,3,CHI,21,14,14,7,Away,73,0,2.333333333,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,3,9,CHI,21,14,13,7,Away,65,0,0.777777778,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,2,6,CAR,21,21,5,0,Away,30,0,0.666666667,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,2,10,CHI,21,14,13,7,Away,66,0,0.1,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,2,2,CHI,21,14,15,7,Away,72,0,-0.5,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Panthers,3,2,CAR,21,21,4,0,Away,26,0,-0.5,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Panthers,1,10,CHI,24,31,3,7,Away,85,0,2,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,1,10,CHI,24,21,12,3,Away,80,0,0.6,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,1,10,CHI,24,31,3,7,Away,65,0,0.4,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,1,10,CHI,24,24,5,0,Away,80,0,0.3,0,0,0,Run,1,0,Right End,0,0,1,0,0
Bears,Panthers,1,10,CHI,24,21,11,3,Away,66,0,0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Panthers,1,10,CHI,24,21,15,3,Away,89,0,0.1,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
Bears,Panthers,1,10,CHI,24,21,7,3,Away,53,0,-0.1,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Panthers,4,21,CHI,24,31,2,7,Away,66,0,-0.380952381,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Panthers,1,10,CHI,24,31,2,7,Away,55,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Panthers,2,4,CHI,24,21,11,3,Away,74,0,2,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,2,6,CHI,24,31,2,7,Away,61,0,1,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Panthers,2,14,CHI,24,21,14,3,Away,93,0,0.285714286,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,3,10,CHI,24,21,14,3,Away,89,0,0.3,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Panthers,3,9,CHI,24,21,10,3,Away,65,0,-0.666666667,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Panthers,2,10,CHI,24,31,2,7,Away,55,0,-1.1,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Panthers,3,21,CHI,24,31,2,7,Away,66,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Panthers,2,11,CHI,24,21,7,3,Away,54,0,0,0,0,0,Pass,0,1,Deep Middle,0,0,0,0,1
Bears,Panthers,2,9,CHI,24,21,10,3,Away,65,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,15,CHI,0,0,16,0,Away,85,0,1.333333333,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,1,10,ATL,0,3,2,3,Away,46,0,1.4,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,1,10,CHI,0,3,10,3,Away,83,0,1.2,1,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,1,10,ATL,0,3,1,3,Away,14,0,0.7,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,CHI,0,3,4,3,Away,61,0,0.4,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,ATL,0,3,1,3,Away,32,0,0.4,0,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,1,10,CHI,0,3,7,3,Away,57,0,0.1,0,0,0,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,1,10,CHI,0,3,9,3,Away,71,0,0,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Falcons,1,10,CHI,0,0,15,0,Away,65,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,3,15,CHI,0,3,8,3,Away,76,0,1.266666667,1,0,1,Pass,0,1,Deep Middle,0,0,0,0,1
Bears,Falcons,2,11,CHI,0,3,3,3,Away,62,0,1.454545455,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,2,9,CHI,0,3,7,3,Away,56,0,0.444444444,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
Bears,Falcons,2,10,CHI,0,0,15,0,Away,65,0,0.2,0,0,0,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,2,10,CHI,0,3,9,3,Away,71,0,-0.5,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Falcons,3,8,CHI,0,0,14,0,Away,63,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,2,6,ATL,0,3,1,3,Away,28,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Falcons,3,5,CHI,0,3,6,3,Away,52,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,1,10,CHI,10,3,5,7,Away,93,0,2.6,1,0,1,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Falcons,1,10,CHI,3,3,11,0,Away,79,0,1.3,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,CHI,3,3,11,0,Away,66,0,1.2,1,0,1,Run,1,0,Left Tackle,1,0,0,0,0
Bears,Falcons,1,10,ATL,10,3,1,7,Away,36,0,0.9,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,ATL,10,3,1,7,Away,18,0,0.8,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,20,CHI,3,3,9,0,Away,64,0,0.4,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,1,10,CHI,10,3,4,7,Away,67,0,0.6,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,CHI,10,3,3,7,Away,54,0,0.4,0,0,1,Run,1,0,Right Tackle,0,0,1,0,0
Bears,Falcons,1,3,ATL,3,3,7,0,Away,3,0,0,0,1,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,3,6,The,3,3,8,0,Away,50,0,7.833333333,1,0,1,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Falcons,3,7,CHI,10,3,2,7,Away,51,0,2.142857143,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,2,12,CHI,3,3,9,0,Away,56,0,0.916666667,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,2,1,ATL,10,3,1,7,Away,27,0,9,1,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,2,4,CHI,10,3,3,7,Away,61,0,1.75,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,2,3,ATL,9,3,7,6,Away,3,1,1,0,1,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,2,6,The,10,3,3,7,Away,50,0,-0.166666667,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Falcons,2,2,ATL,10,3,1,7,Away,10,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,3,2,ATL,10,3,1,7,Away,10,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,3,3,ATL,0,3,15,3,Away,7,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,2,3,ATL,0,3,16,3,Away,7,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,CHI,19,13,4,6,Away,87,0,1.3,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,1,6,ATL,19,13,6,6,Away,6,1,1,0,1,1,Run,1,0,Right Guard,0,0,1,0,0
Bears,Falcons,1,10,CHI,13,10,12,3,Away,86,0,0.1,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
Bears,Falcons,1,10,CHI,19,13,3,6,Away,74,0,-0.1,0,0,0,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,1,10,CHI,13,13,7,0,Away,80,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,1,10,CHI,19,13,2,6,Away,63,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Falcons,2,10,CHI,13,13,7,0,Away,80,0,7.4,1,0,1,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Falcons,3,11,CHI,19,13,1,6,Away,64,0,2.272727273,1,0,1,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Falcons,2,11,CHI,19,13,3,6,Away,75,0,0.909090909,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,2,9,CHI,13,10,11,3,Away,85,0,0.666666667,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,3,1,CHI,19,13,2,6,Away,65,0,2,1,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,2,10,CHI,19,13,1,6,Away,63,0,-0.1,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,3,3,CHI,13,10,10,3,Away,79,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,1,10,CHI,27,13,4,14,Away,55,0,0.8,0,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Falcons,1,10,ATL,19,13,14,6,Away,23,0,0.6,0,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,1,10,CHI,27,13,9,14,Away,65,0,0.5,0,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,1,10,ATL,19,13,16,6,Away,39,0,0.4,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
Bears,Falcons,1,10,ATL,19,13,12,6,Away,10,0,0.2,0,1,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Falcons,1,10,ATL,27,13,8,14,Away,45,0,0.1,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Falcons,1,10,ATL,27,13,2,14,Away,40,0,-0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Falcons,2,5,CHI,27,13,9,14,Away,60,0,3,1,0,1,Run,1,0,Right End,0,0,1,0,0
Bears,Falcons,3,4,ATL,19,13,14,6,Away,33,0,2.5,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Falcons,3,9,ATL,25,13,11,12,Away,9,1,1,0,1,1,Run,1,0,Right Guard,0,0,1,0,0
Bears,Falcons,2,4,ATL,19,13,13,6,Away,17,0,1.75,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Falcons,3,10,ATL,27,13,7,14,Away,45,0,0.5,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Falcons,2,13,ATL,19,13,12,6,Away,13,0,0.307692308,0,1,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Falcons,2,6,ATL,19,13,15,6,Away,35,0,0.333333333,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Falcons,2,2,ATL,27,13,3,14,Away,47,0,0.5,0,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Falcons,2,11,ATL,27,13,1,14,Away,41,0,-0.090909091,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Falcons,3,12,ATL,27,13,1,14,Away,42,0,-0.083333333,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Falcons,2,9,ATL,27,13,7,14,Away,44,0,-0.111111111,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Falcons,3,1,ATL,27,13,3,14,Away,46,0,-7,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Falcons,3,9,ATL,27,13,11,14,Away,9,0,0,0,1,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Dolphins,1,10,CHI,0,0,13,0,Home,62,0,0.5,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Dolphins,1,10,CHI,0,7,7,7,Home,80,0,0.3,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
Bears,Dolphins,1,10,CHI,0,7,5,7,Home,62,0,0,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Dolphins,3,2,CHI,0,7,6,7,Home,72,0,5,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,2,20,CHI,0,7,5,7,Home,72,0,0.25,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Dolphins,2,7,CHI,0,7,7,7,Home,77,0,0.714285714,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Dolphins,2,5,CHI,0,0,13,0,Home,57,0,0.8,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,3,15,CHI,0,7,4,7,Home,67,0,-0.4,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Dolphins,3,1,CHI,0,0,12,0,Home,53,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Dolphins,1,10,CHI,0,7,11,7,Home,60,0,0.3,0,0,0,Run,1,0,Right End,0,0,1,0,0
Bears,Dolphins,1,10,CHI,0,14,6,14,Home,80,0,-0.3,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,10,MIA,0,7,9,7,Home,45,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Dolphins,3,11,CHI,0,7,9,7,Home,61,0,1.454545455,1,0,1,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Dolphins,2,13,CHI,0,14,5,14,Home,83,0,0.615384615,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,2,10,MIA,0,7,8,7,Home,45,0,0.8,0,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Dolphins,2,7,CHI,0,7,10,7,Home,57,0,-0.571428571,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Dolphins,3,5,CHI,0,14,5,14,Home,75,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,3,2,MIA,0,7,8,7,Home,37,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Dolphins,1,10,CHI,0,14,16,14,Home,80,0,1.6,1,0,1,Run,1,0,Left Tackle,1,0,0,0,0
Bears,Dolphins,1,10,MIA,0,14,10,14,Home,41,0,1.5,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,10,CHI,7,21,1,14,Home,80,0,1.4,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,10,MIA,0,14,10,14,Home,26,0,1.3,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,4,1,MIA,0,14,11,14,Home,45,0,4,1,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Dolphins,1,10,CHI,0,14,13,14,Home,54,0,0.4,0,0,1,Run,1,0,Left Tackle,1,0,0,0,0
Bears,Dolphins,1,10,MIA,0,14,9,14,Home,13,0,0.3,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Dolphins,1,10,CHI,0,14,15,14,Home,64,0,0.3,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Dolphins,2,7,MIA,6,14,9,8,Home,10,1,1.428571429,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,3,6,The,0,14,11,14,Home,50,0,0.833333333,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,3,4,CHI,0,14,14,14,Home,58,0,1,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Dolphins,2,7,CHI,0,14,14,14,Home,61,0,0.428571429,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
Bears,Dolphins,2,6,The,0,14,12,14,Home,50,0,0,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
Bears,Dolphins,4,2,MIA,14,27,2,13,Home,42,0,3,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,10,CHI,7,24,10,17,Home,73,0,0.5,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,5,MIA,7,24,9,17,Home,5,0,0.8,0,1,1,Run,1,0,Right Tackle,0,0,1,0,0
Bears,Dolphins,1,20,CHI,7,21,15,14,Home,76,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,10,CHI,7,24,14,17,Home,75,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,1,15,CHI,14,27,3,13,Home,55,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,1,10,MIA,14,27,2,13,Home,36,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Dolphins,1,10,MIA,14,27,2,13,Home,15,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Dolphins,4,10,MIA,14,27,2,13,Home,15,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,3,5,CHI,7,24,10,17,Home,68,0,4.8,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,2,10,MIA,14,27,2,13,Home,36,0,2.1,1,0,1,Pass,0,1,Deep Middle,0,0,0,0,1
Bears,Dolphins,2,15,CHI,14,27,3,13,Home,55,0,0.8,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,2,10,CHI,7,24,14,17,Home,75,0,1,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,3,1,MIA,13,24,8,11,Home,1,1,1,0,1,1,Run,1,0,Right Tackle,0,0,1,0,0
Bears,Dolphins,3,3,MIA,14,27,2,13,Home,43,0,0.333333333,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Dolphins,2,1,MIA,7,24,9,17,Home,1,0,0,0,1,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Dolphins,2,10,MIA,14,27,2,13,Home,15,0,0,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Dolphins,2,20,CHI,7,21,15,14,Home,76,0,-0.4,0,0,0,Sack,0,0, ,0,0,0,0,0
Bears,Dolphins,2,5,CHI,7,24,10,17,Home,68,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Dolphins,3,10,MIA,14,27,2,13,Home,15,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Patriots,1,15,CHI,0,7,10,7,Away,85,0,0.4,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,1,10,CHI,0,0,16,0,Away,80,0,0.5,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
Bears,Patriots,1,10,CHI,0,0,14,0,Away,69,0,0.1,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
Bears,Patriots,1,10,CHI,0,7,9,7,Away,69,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,3,5,CHI,0,7,9,7,Away,75,0,1.2,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Patriots,2,10,CHI,0,7,8,7,Away,69,0,0.4,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Patriots,2,9,CHI,0,7,10,7,Away,79,0,0.444444444,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
Bears,Patriots,2,5,CHI,0,0,15,0,Away,75,0,0.8,0,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Patriots,3,1,CHI,0,0,15,0,Away,71,0,2,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Patriots,3,6,CHI,0,7,8,7,Away,65,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,3,19,CHI,0,0,13,0,Away,78,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,2,19,CHI,0,0,13,0,Away,78,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Patriots,1,10,NWE,6,17,6,11,Away,25,1,2.5,0,0,1,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Patriots,1,10,CHI,0,17,8,17,Away,54,0,1.9,1,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Patriots,1,10,CHI,0,17,9,17,Away,77,0,1.8,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,1,10,NWE,0,17,8,17,Away,35,0,0.8,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,1,10,CHI,0,10,15,10,Away,79,0,0.6,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,1,10,CHI,7,38,1,31,Away,73,0,0.6,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Patriots,1,10,CHI,7,24,2,17,Away,89,0,0.4,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,1,10,CHI,7,38,1,31,Away,53,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Patriots,2,4,CHI,7,38,1,31,Away,67,0,2.25,1,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Patriots,3,18,CHI,7,24,2,17,Away,97,0,0.277777778,0,0,0,Run,1,0,Left End,1,0,0,0,0
Bears,Patriots,2,2,NWE,0,17,7,17,Away,27,0,1,1,0,1,Run,1,0,Right Tackle,0,0,1,0,0
Bears,Patriots,3,4,CHI,0,10,15,10,Away,73,0,-0.25,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,2,4,CHI,0,10,15,10,Away,73,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,1,10,CHI,7,45,3,38,Away,57,0,3.4,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,1,10,CHI,7,45,13,38,Away,64,0,1.7,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,1,10,CHI,7,45,13,38,Away,81,0,1.7,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,1,10,NWE,7,45,12,38,Away,47,0,1.1,1,0,1,Run,1,0,Right Guard,0,0,1,0,0
Bears,Patriots,1,10,CHI,7,45,4,38,Away,67,0,1,1,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Patriots,1,10,NWE,7,45,11,38,Away,36,0,0.6,0,0,1,Run,1,0,Right Tackle,0,0,1,0,0
Bears,Patriots,1,10,CHI,7,45,5,38,Away,80,0,0.6,0,0,1,Run,1,0,Left Guard,1,0,0,0,0
Bears,Patriots,1,10,NWE,7,45,2,38,Away,23,0,0.3,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
Bears,Patriots,4,1,NWE,7,45,9,38,Away,27,0,1,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Patriots,4,10,NWE,7,45,7,38,Away,26,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,3,7,NWE,13,45,2,32,Away,20,1,2.857142857,0,0,1,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Patriots,2,4,CHI,7,45,4,38,Away,74,0,1.75,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,2,14,NWE,7,45,8,38,Away,30,0,0.285714286,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,3,5,NWE,7,45,10,38,Away,31,0,0.8,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,2,4,NWE,7,45,10,38,Away,30,0,-0.25,0,0,0,Run,1,0,Right End,0,0,1,0,0
Bears,Patriots,3,7,NWE,15,45,2,30,Away,20,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
Bears,Patriots,2,7,NWE,7,45,2,38,Away,20,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Patriots,3,10,NWE,7,45,7,38,Away,26,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Patriots,1,10,NWE,23,51,1,28,Away,48,0,2.2,1,0,1,Pass,0,1,Deep Left,0,0,0,0,1
Bears,Patriots,1,10,NWE,15,48,8,33,Away,39,0,1.2,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Patriots,1,10,CHI,15,48,10,33,Away,76,0,1.1,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,1,10,NWE,15,48,9,33,Away,49,0,1,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,1,10,CHI,23,51,3,28,Away,80,0,0.5,0,0,1,Run,1,0,Left Tackle,1,0,0,0,0
Bears,Patriots,1,10,CHI,23,51,2,28,Away,65,0,0.4,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
Bears,Patriots,1,10,NWE,15,48,8,33,Away,27,0,0.3,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
Bears,Patriots,1,10,CHI,15,48,10,33,Away,65,0,0.3,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,4,10,NWE,23,51,1,28,Away,26,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
Bears,Patriots,1,10,NWE,23,51,1,28,Away,26,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
Bears,Patriots,1,10,NWE,15,48,6,33,Away,10,0,0,0,1,0,Pass,0,1,Short Left,0,0,0,1,0
Bears,Patriots,2,6,CHI,23,51,2,28,Away,61,0,2.166666667,1,0,1,Run,1,0,Right Guard,0,0,1,0,0
