Tm,Opp,Down,ToGo,Side of Field,Tm Score,Opp Score,Time Under,Absolute Score Differential,Team Game Location,Yard Line,Touchdown Count,Play Percent of Goal,First Down Count,Goal To Go,Success Count,Play Type,Run,Pass,Play Location,Run Left,Run Middle,Run Right,Short,Deep
49ers,Cowboys,1,10,SFO,7,3,7,4,Away,66,0,3.7,1,0,1,Pass,0,1,Deep Middle,0,0,0,0,1
49ers,Cowboys,1,10,DAL,13,3,7,10,Away,29,1,2.9,0,0,1,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Cowboys,1,10,SFO,7,3,8,4,Away,80,0,0.7,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,1,2,DAL,20,3,5,17,Away,2,1,1,0,1,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cowboys,1,10,SFO,21,3,13,18,Away,80,0,2,1,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,1,10,DAL,21,3,1,18,Away,17,0,1.3,1,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Cowboys,1,10,DAL,21,3,2,18,Away,30,0,0.6,0,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Cowboys,1,4,DAL,27,3,1,24,Away,4,1,1,0,1,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,1,10,DAL,21,3,11,18,Away,46,0,0.3,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,1,10,SFO,21,3,13,18,Away,60,0,0.2,0,0,0,Run,1,0,Right End,0,0,1,0,0
49ers,Cowboys,1,10,SFO,21,3,3,18,Away,53,0,0.1,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,1,10,DAL,21,3,9,18,Away,32,0,-0.1,0,0,0,Run,1,0,Right End,0,0,1,0,0
49ers,Cowboys,1,10,SFO,21,3,4,18,Away,64,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cowboys,3,8,SFO,21,3,3,18,Away,51,0,2.625,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cowboys,3,30,SFO,21,3,7,18,Away,52,0,0.433333333,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,3,8,DAL,21,3,10,18,Away,44,0,1.5,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,3,8,SFO,21,3,12,18,Away,58,0,1.5,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,2,10,SFO,21,3,4,18,Away,64,0,1.1,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,2,4,DAL,21,3,1,18,Away,24,0,1.75,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,2,7,DAL,21,3,11,18,Away,43,0,0.857142857,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cowboys,3,1,DAL,21,3,10,18,Away,37,0,3,1,0,1,Run,1,0,Right End,0,0,1,0,0
49ers,Cowboys,2,9,SFO,21,3,3,18,Away,52,0,0.111111111,0,0,0,Run,1,0,Left End,1,0,0,0,0
49ers,Cowboys,2,11,DAL,21,3,8,18,Away,33,0,-0.818181818,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Cowboys,2,8,SFO,21,3,12,18,Away,58,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,1,10,SFO,28,10,1,18,Away,80,0,0.7,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,1,10,SFO,28,3,13,25,Away,90,0,0.6,0,0,1,Run,1,0,Right End,0,0,1,0,0
49ers,Cowboys,1,10,SFO,28,3,10,25,Away,70,0,0.4,0,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,1,10,SFO,28,3,16,25,Away,80,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,1,10,SFO,28,3,8,25,Away,53,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
49ers,Cowboys,3,5,SFO,28,3,9,25,Away,65,0,2.4,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,3,4,SFO,28,3,11,25,Away,84,0,2.25,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,2,6,SFO,28,3,10,25,Away,66,0,0.166666667,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,2,10,SFO,28,3,15,25,Away,80,0,0,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,2,4,SFO,28,3,12,25,Away,84,0,0,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,3,10,SFO,28,3,15,25,Away,80,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,2,10,SFO,28,3,8,25,Away,53,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cowboys,3,10,SFO,28,3,8,25,Away,53,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cowboys,1,10,DAL,28,10,9,18,Away,38,0,1.2,1,0,1,Run,1,0,Right End,0,0,1,0,0
49ers,Cowboys,1,10,SFO,28,10,10,18,Away,59,0,0.6,0,0,1,Run,1,0,Right Tackle,0,0,1,0,0
49ers,Cowboys,1,10,DAL,28,17,2,11,Away,48,0,0.4,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Cowboys,1,10,DAL,28,10,8,18,Away,26,0,0.4,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,1,10,DAL,28,17,1,11,Away,36,0,-0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,1,10,SFO,28,10,14,18,Away,64,0,-0.2,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Cowboys,2,4,SFO,28,10,10,18,Away,53,0,3.75,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,3,3,SFO,28,10,14,18,Away,73,0,3,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cowboys,3,17,SFO,28,10,12,18,Away,71,0,0.470588235,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,2,10,SFO,28,10,15,18,Away,80,0,0.7,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cowboys,3,3,DAL,28,17,2,11,Away,41,0,1.666666667,1,0,1,Run,1,0,Right Tackle,0,0,1,0,0
49ers,Cowboys,2,12,SFO,28,10,13,18,Away,66,0,0.416666667,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,2,6,DAL,28,17,2,11,Away,44,0,0.5,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Cowboys,2,3,SFO,28,10,16,18,Away,73,0,1,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cowboys,3,6,DAL,28,10,7,18,Away,22,0,0.5,0,0,0,Run,1,0,Right End,0,0,1,0,0
49ers,Cowboys,2,6,DAL,28,10,8,18,Away,22,0,0,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
49ers,Cowboys,2,11,DAL,28,17,1,11,Away,37,0,-0.090909091,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,1,10,CHI,7,0,7,7,Home,40,0,0.8,0,0,1,Run,1,0,Right Tackle,0,0,1,0,0
49ers,Bears,1,10,SFO,7,0,11,7,Home,81,0,0.6,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,1,10,CHI,7,0,5,7,Home,14,0,0,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
49ers,Bears,1,8,CHI,0,0,14,0,Home,8,0,0,0,1,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,1,10,SFO,7,0,10,7,Home,54,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,1,10,SFO,7,0,8,7,Home,54,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,2,4,SFO,7,0,10,7,Home,75,0,5.25,1,0,1,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Bears,3,1,CHI,7,0,6,7,Home,31,0,17,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,3,10,SFO,7,0,8,7,Home,54,0,1.4,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Bears,2,8,CHI,0,0,14,0,Home,8,0,0.625,0,1,1,Run,1,0,Left End,1,0,0,0,0
49ers,Bears,2,10,CHI,7,0,5,7,Home,14,0,0.5,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,3,10,CHI,7,0,4,7,Home,14,0,0.5,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,3,3,CHI,6,0,13,6,Home,3,1,1,0,1,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,2,2,CHI,7,0,6,7,Home,32,0,0.5,0,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Bears,2,10,SFO,7,0,10,7,Home,54,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,2,10,SFO,7,0,8,7,Home,54,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Bears,1,10,SFO,10,0,8,10,Home,85,0,2,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,1,10,SFO,10,0,7,10,Home,54,0,1.9,1,0,1,Run,1,0,Left Guard,1,0,0,0,0
49ers,Bears,1,1,CHI,10,0,6,10,Home,45,0,15,1,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Bears,1,10,SFO,10,0,8,10,Home,65,0,1.1,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,1,10,SFO,10,0,14,10,Home,80,0,0.7,0,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Bears,1,10,CHI,10,0,6,10,Home,30,0,0.4,0,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Bears,1,10,SFO,17,7,1,10,Home,61,0,0.4,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,1,10,The,10,0,10,10,Home,50,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Bears,1,10,CHI,10,0,4,10,Home,30,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Bears,1,8,CHI,10,0,3,10,Home,8,0,0,0,1,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,2,10,CHI,10,0,4,10,Home,30,0,2.2,1,0,1,Pass,0,1,Deep Middle,0,0,0,0,1
49ers,Bears,2,8,CHI,16,0,3,16,Home,8,1,1,0,1,1,Run,1,0,Left Guard,1,0,0,0,0
49ers,Bears,2,3,SFO,10,0,14,10,Home,73,0,0.666666667,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Bears,3,1,SFO,10,0,13,10,Home,71,0,0,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,2,6,SFO,17,7,1,10,Home,57,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Bears,1,10,SFO,17,7,14,10,Home,74,0,0.9,0,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Bears,1,5,CHI,17,7,9,10,Home,6,0,0.2,0,0,0,Run,1,0,Right End,0,0,1,0,0
49ers,Bears,1,10,SFO,17,7,16,10,Home,90,0,0,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
49ers,Bears,1,10,CHI,17,7,11,10,Home,30,0,0,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Bears,1,10,CHI,17,7,12,10,Home,41,0,-0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,2,1,SFO,17,7,13,10,Home,65,0,24,1,0,1,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Bears,3,11,CHI,17,7,10,10,Home,31,0,1.818181818,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,2,11,CHI,17,7,12,10,Home,42,0,1.090909091,1,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Bears,2,10,SFO,17,7,15,10,Home,90,0,0.9,0,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Bears,3,1,SFO,17,7,14,10,Home,81,0,7,1,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Bears,3,6,CHI,17,7,7,10,Home,7,0,0.166666667,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,2,10,CHI,17,7,10,10,Home,30,0,-0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,2,4,CHI,17,7,8,10,Home,5,0,-0.5,0,0,0,Run,1,0,Right Tackle,0,0,1,0,0
49ers,Bears,1,10,CHI,20,28,3,8,Home,32,0,1.4,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Bears,4,6,CHI,20,28,3,8,Home,41,0,1.5,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,1,10,SFO,20,28,5,8,Home,58,0,0.3,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
49ers,Bears,1,10,SFO,20,21,14,1,Home,77,0,0.3,0,0,0,Run,1,0,Right Guard,0,0,1,0,0
49ers,Bears,1,10,CHI,20,28,5,8,Home,45,0,0.2,0,0,0,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Bears,1,10,CHI,20,28,2,8,Home,18,0,-0.2,0,0,0,Run,1,0,Left End,1,0,0,0,0
49ers,Bears,1,10,SFO,20,21,12,1,Home,63,0,-0.5,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Bears,1,10,SFO,20,28,7,8,Home,80,0,-0.6,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Bears,4,9,CHI,20,28,2,8,Home,17,0,0,0,0,0,Pass,0,1,Deep Middle,0,0,0,0,1
49ers,Bears,1,10,SFO,20,14,14,6,Home,78,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,3,3,SFO,20,28,6,8,Home,73,0,5,1,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Bears,2,16,SFO,20,28,7,8,Home,86,0,0.8125,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,2,7,SFO,20,28,5,8,Home,55,0,1.428571429,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,3,17,CHI,20,28,2,8,Home,25,0,0.470588235,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Bears,2,15,SFO,20,21,11,1,Home,68,0,0.533333333,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,3,13,CHI,20,28,3,8,Home,48,0,0.538461538,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Bears,3,2,SFO,20,21,12,1,Home,69,0,3,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Bears,2,7,SFO,20,21,13,1,Home,74,0,0.714285714,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Bears,2,8,CHI,20,28,4,8,Home,43,0,-0.625,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Bears,2,12,CHI,20,28,2,8,Home,20,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
49ers,Bears,3,12,SFO,20,21,10,1,Home,65,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
49ers,Cardinals,1,10,CRD,0,3,9,3,Away,18,0,1,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,The,0,3,11,3,Away,50,0,0.7,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,8,CRD,0,3,9,3,Away,8,0,0.875,0,1,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,1,10,SFO,0,3,12,3,Away,65,0,0.5,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,1,10,SFO,0,3,13,3,Away,80,0,0.1,0,0,0,Run,1,0,Right Tackle,0,0,1,0,0
49ers,Cardinals,3,1,CRD,0,3,10,3,Away,41,0,23,1,0,1,Pass,0,1,Deep Middle,0,0,0,0,1
49ers,Cardinals,3,5,SFO,0,3,12,3,Away,75,0,2,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cardinals,2,5,SFO,0,3,11,3,Away,60,0,2,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,9,SFO,0,3,12,3,Away,79,0,0.444444444,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,3,CRD,0,3,11,3,Away,43,0,0.666666667,0,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Cardinals,3,2,CRD,6,3,7,3,Away,2,1,1,0,1,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,1,CRD,0,3,8,3,Away,1,0,-1,0,1,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,CRD,7,6,8,1,Away,20,0,0.7,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,SFO,7,6,14,1,Away,80,0,0.7,0,0,1,Run,1,0,Right End,0,0,1,0,0
49ers,Cardinals,1,10,CRD,7,6,12,1,Away,46,0,0.7,0,0,1,Run,1,0,Right End,0,0,1,0,0
49ers,Cardinals,4,1,CRD,7,6,10,1,Away,37,0,6,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,1,10,CRD,7,6,9,1,Away,31,0,0.4,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,1,10,CRD,7,6,6,1,Away,10,0,0.4,0,1,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,SFO,7,6,13,1,Away,56,0,0.4,0,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Cardinals,1,10,SFO,14,6,5,8,Away,68,0,0.4,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,CRD,14,6,2,8,Away,43,0,0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,SFO,14,6,3,8,Away,55,0,0,0,0,0,Pass,0,1,Deep Left,0,0,0,0,1
49ers,Cardinals,2,3,SFO,7,6,13,1,Away,73,0,5.666666667,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cardinals,3,10,SFO,14,6,3,8,Away,55,0,1.2,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,3,6,SFO,14,6,4,8,Away,64,0,1.5,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,6,CRD,13,6,6,7,Away,6,1,1,0,1,1,Run,1,0,Left End,1,0,0,0,0
49ers,Cardinals,2,6,SFO,7,6,12,1,Away,52,0,1,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,3,CRD,7,6,7,1,Away,13,0,1,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,3,3,CRD,7,6,11,1,Away,39,0,0.666666667,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,2,6,CRD,7,6,8,1,Away,27,0,0.333333333,0,0,0,Run,1,0,Left End,1,0,0,0,0
49ers,Cardinals,2,9,CRD,14,6,2,8,Away,42,0,0.111111111,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,2,10,SFO,14,6,3,8,Away,55,0,0,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,2,6,SFO,14,6,4,8,Away,64,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cardinals,2,3,CRD,7,6,11,1,Away,39,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,3,8,CRD,14,6,1,8,Away,41,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cardinals,1,10,SFO,14,20,4,6,Away,67,0,1.2,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cardinals,1,10,SFO,14,6,16,8,Away,80,0,0.9,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,SFO,14,13,10,1,Away,83,0,0.6,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,1,10,SFO,14,20,4,6,Away,55,0,0.6,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,1,10,CRD,14,20,3,6,Away,17,0,0.5,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,1,10,CRD,14,20,2,6,Away,21,0,0.4,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,1,10,SFO,14,20,5,6,Away,80,0,0.1,0,0,0,Run,1,0,Right End,0,0,1,0,0
49ers,Cardinals,1,10,SFO,14,6,14,8,Away,68,0,-0.3,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,4,CRD,14,20,3,6,Away,49,0,8,1,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,2,9,SFO,14,20,5,6,Away,79,0,1.333333333,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Cardinals,2,5,CRD,14,20,2,6,Away,12,0,1.2,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,2,13,SFO,14,6,14,8,Away,71,0,0.384615385,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,2,1,SFO,14,6,15,8,Away,71,0,3,1,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,3,4,SFO,14,13,9,1,Away,77,0,0.5,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
49ers,Cardinals,2,6,CRD,14,20,1,6,Away,17,0,-0.333333333,0,0,0,Run,1,0,Right Tackle,0,0,1,0,0
49ers,Cardinals,2,4,SFO,14,13,9,1,Away,77,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Cardinals,3,8,SFO,14,6,13,8,Away,66,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,1,10,SFO,14,23,1,9,Away,90,0,0.7,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,1,10,SFO,14,20,7,6,Away,95,0,0.3,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Cardinals,1,10,SFO,14,20,6,6,Away,81,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,2,3,SFO,14,23,1,9,Away,83,0,6.666666667,1,0,1,Pass,0,1,Deep Left,0,0,0,0,1
49ers,Cardinals,3,23,CRD,14,20,15,6,Away,34,0,0.260869565,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,3,2,SFO,14,20,6,6,Away,87,0,3,1,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Cardinals,2,7,SFO,14,20,7,6,Away,92,0,0.714285714,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Cardinals,3,8,CRD,14,20,16,6,Away,19,0,0,0,0,0,Run,1,0,Left End,1,0,0,0,0
49ers,Cardinals,2,10,SFO,14,20,5,6,Away,81,0,-0.9,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Cardinals,3,19,SFO,14,20,5,6,Away,90,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Eagles,1,10,PHI,0,7,9,7,Home,46,0,2.3,1,0,1,Pass,0,1,Deep Middle,0,0,0,0,1
49ers,Eagles,1,10,SFO,0,7,10,7,Home,62,0,0.9,0,0,1,Run,1,0,Left End,1,0,0,0,0
49ers,Eagles,1,10,SFO,3,7,2,4,Home,80,0,0.4,0,0,1,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Eagles,1,10,SFO,0,0,14,0,Home,83,0,0.3,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Eagles,1,10,PHI,0,7,6,7,Home,12,0,0.2,0,0,0,Run,1,0,Left Guard,1,0,0,0,0
49ers,Eagles,1,10,SFO,0,7,12,7,Home,65,0,0.2,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Eagles,1,10,PHI,0,7,8,7,Home,23,0,-0.4,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Eagles,1,10,PHI,3,7,1,4,Home,48,0,-0.7,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Eagles,1,10,SFO,0,7,13,7,Home,80,0,0,0,0,0,Pass,0,1,Short Right,0,0,0,1,0
49ers,Eagles,3,6,SFO,3,7,1,4,Home,76,0,3.833333333,1,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Eagles,2,10,SFO,0,7,13,7,Home,80,0,1.5,1,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Eagles,3,10,PHI,0,7,7,7,Home,23,0,1.1,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Eagles,3,18,PHI,0,7,5,7,Home,20,0,0.5,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Eagles,2,1,SFO,0,7,10,7,Home,53,0,7,1,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Eagles,2,8,SFO,0,7,11,7,Home,63,0,0.75,0,0,1,Run,1,0,Left Tackle,1,0,0,0,0
49ers,Eagles,2,14,PHI,0,7,8,7,Home,27,0,0.285714286,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Eagles,3,12,SFO,0,0,14,0,Home,85,0,-1.083333333,0,0,0,Sack,0,0, ,0,0,0,0,0
49ers,Eagles,2,18,PHI,0,7,5,7,Home,20,0,0,0,0,0,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Eagles,2,6,SFO,3,7,1,4,Home,76,0,0,0,0,0,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Eagles,2,7,SFO,0,0,14,0,Home,80,0,0,0,0,0,Pass,0,1,Short Left,0,0,0,1,0
49ers,Eagles,1,20,SFO,10,14,11,4,Home,77,0,0.6,0,0,1,Run,1,0,Right End,0,0,1,0,0
49ers,Eagles,1,10,SFO,10,14,12,4,Home,78,0,1.1,1,0,1,Pass,0,1,Short Middle,0,0,0,1,0
49ers,Eagles,1,15,PHI,10,21,3,11,Home,45,0,0.533333333,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
49ers,Eagles,1,10,SFO,10,7,14,3,Home,62,0,0.7,0,0,1,Run,1,0,Right Guard,0,0,1,0,0
49ers,Eagles,1,10,SFO,10,21,5,11,Home,68,0,0.5,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Eagles,1,10,SFO,10,21,9,11,Home,80,0,0.2,0,0,0,Run,1,0,Right End,0,0,1,0,0
49ers,Eagles,1,10,SFO,13,21,1,8,Home,71,0,-0.1,0,0,0,Run,1,0,Up The Middle,0,1,0,0,0
49ers,Eagles,2,17,SFO,9,7,16,2,Home,55,1,3.235294118,0,0,1,Pass,0,1,Short Right,0,0,0,1,0
49ers,Eagles,3,5,SFO,10,21,3,11,Home,63,0,4.6,1,0,1,Pass,0,1,Deep Right,0,0,0,0,1
49ers,Eagles,2,8,SFO,10,21,9,11,Home,78,0,0.75,0,0,1,Run,1,0,Left Guard,1,0,0,0,0
49ers,Eagles,2,10,SFO,10,21,4,11,Home,68,0,0.5,0,0,1,Pass,0,1,Short Left,0,0,0,1,0
